Drug_Name,NAFDAC_Code,Manufacturer,Category,Label
Neimeth Artemether 500mg,03-131786,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,1
Juhel Vitamin C 500mg,04-7301,Juhel Nigeria Ltd,Veterinary,1
Bond Artemether 250mg,03-6046,Bond Chemical Industries Ltd,Drugs,1
Bond Omeprazole 10mg/5ml,A4-7598,Bond Chemical Industries Ltd,Veterinary,1
Neimeth Artemether 250mg,A4-197375,Neimeth International Pharmaceuticals,Medical devices,1
Roche Ciprofloxacin 500mg,B4-8399,Roche Products Limited,Vaccines and Biologics,1
Emzor Vitamin C 10mg/5ml,A4-5127,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Wemy Loratadine 10mg/5ml,B4-1868,Wemy Industries Limited,Herbals and Nutraceuticals,1
Wemy Ciprofloxacin 100mg,03-7385,Wemy Industries Limited,Veterinary,1
Vitalgrub Omeprazole 250mg,03-9493,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Neimeth Amoxicillin 100mg,A4-320510,Neimeth International Pharmaceuticals,Medical devices,1
Neimeth Ciprofloxacin 250mg,04-901547,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
GlaxoSmithKline Paracetamol 10mg/5ml,03-5091,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Juhel Ibuprofen 10mg/5ml,03-6581,Juhel Nigeria Ltd,Vaccines and Biologics,1
Aktika Metronidazole 250mg,B4-7192,Aktika Global Ltd,Medical devices,1
Roche Amoxicillin 100mg,04-5885,Roche Products Limited,Vaccines and Biologics,1
Lady Amoxicillin 500mg,B4-886526,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Swiss Loratadine 10mg/5ml,A4-2946,Swiss Pharma Nigeria Ltd,Drugs,1
May Ciprofloxacin 250mg,A4-4607,May & Baker Nigeria Plc,Medical devices,1
May Artemether 250mg,A3-1084,May & Baker Nigeria Plc,Medical devices,1
Fidson Paracetamol 500mg,A3-8068,Fidson Healthcare Plc,Veterinary,1
Swiss Amoxicillin 100mg,04-5543,Swiss Pharma Nigeria Ltd,Drugs,1
Vitalgrub Metformin 100mg,03-8319,Vitalgrub Nigeria Limited,Medical devices,1
Emzor Omeprazole 10mg/5ml,B4-4651,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Emzor Vitamin C 500mg,A3-1016,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Lady Artemether 250mg,B4-4788,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Swiss Paracetamol 100mg,A3-960276,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,1
Bond Ciprofloxacin 500mg,A4-9342,Bond Chemical Industries Ltd,Veterinary,1
Wemy Amoxicillin 100mg,04-4107,Wemy Industries Limited,Veterinary,1
May Omeprazole 100mg,A4-4830,May & Baker Nigeria Plc,Vaccines and Biologics,1
Lady Omeprazole 500mg,04-2494,Lady Special Sanitary Pads Ventures,Veterinary,1
Juhel Loratadine 250mg,04-8699,Juhel Nigeria Ltd,Drugs,1
Lady Amoxicillin 250mg,A4-7470,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Sages Artemether 250mg,A4-7387,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
Bliss Metformin 100mg,04-699865,Bliss GVS Pharma Ltd,Drugs,1
Emzor Metformin 10mg/5ml,04-263878,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Aktika Artemether 100mg,A4-132646,Aktika Global Ltd,Herbals and Nutraceuticals,1
Fidson Loratadine 100mg,B4-4911,Fidson Healthcare Plc,Veterinary,1
GlaxoSmithKline Paracetamol 500mg,04-5378,GlaxoSmithKline Nigeria,Veterinary,1
Bliss Artemether 500mg,03-1425,Bliss GVS Pharma Ltd,Veterinary,1
Emzor Ibuprofen 10mg/5ml,04-131139,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Lady Amoxicillin 500mg,03-4773,Lady Special Sanitary Pads Ventures,Medical devices,1
GlaxoSmithKline Paracetamol 100mg,03-3121,GlaxoSmithKline Nigeria,Drugs,1
GlaxoSmithKline Artemether 500mg,A4-5318,GlaxoSmithKline Nigeria,Veterinary,1
Bliss Metformin 500mg,03-2965,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Wemy Artemether 500mg,B4-589676,Wemy Industries Limited,Vaccines and Biologics,1
Bond Ibuprofen 500mg,04-3087,Bond Chemical Industries Ltd,Vaccines and Biologics,1
Swiss Vitamin C 10mg/5ml,A3-5797,Swiss Pharma Nigeria Ltd,Medical devices,1
GlaxoSmithKline Ciprofloxacin 100mg,B4-6267,GlaxoSmithKline Nigeria,Drugs,1
Wemy Omeprazole 500mg,A4-4478,Wemy Industries Limited,Medical devices,1
Roche Vitamin C 250mg,04-2473,Roche Products Limited,Veterinary,1
GlaxoSmithKline Artemether 100mg,A4-351060,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Roche Omeprazole 500mg,B4-6905,Roche Products Limited,Herbals and Nutraceuticals,1
Fidson Artemether 500mg,04-2971,Fidson Healthcare Plc,Drugs,1
Emzor Paracetamol 500mg,A3-3804,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Aktika Amoxicillin 500mg,A3-7506,Aktika Global Ltd,Drugs,1
Vitalgrub Paracetamol 500mg,A3-7651,Vitalgrub Nigeria Limited,Medical devices,1
Bliss Metronidazole 250mg,A3-7553,Bliss GVS Pharma Ltd,Veterinary,1
May Metformin 10mg/5ml,04-4247,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Bond Artemether 250mg,03-6642,Bond Chemical Industries Ltd,Vaccines and Biologics,1
Neimeth Loratadine 100mg,A3-6660,Neimeth International Pharmaceuticals,Veterinary,1
Aktika Omeprazole 500mg,A3-813537,Aktika Global Ltd,Herbals and Nutraceuticals,1
Lady Ibuprofen 500mg,A3-1182,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Emzor Ibuprofen 250mg,A4-8149,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Bond Amoxicillin 10mg/5ml,04-999145,Bond Chemical Industries Ltd,Veterinary,1
Bliss Artemether 250mg,B4-7606,Bliss GVS Pharma Ltd,Drugs,1
Swiss Paracetamol 500mg,A4-4212,Swiss Pharma Nigeria Ltd,Drugs,1
Bond Metronidazole 10mg/5ml,03-7713,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Wemy Amoxicillin 10mg/5ml,A3-2707,Wemy Industries Limited,Drugs,1
Wemy Ciprofloxacin 100mg,04-2825,Wemy Industries Limited,Herbals and Nutraceuticals,1
Wemy Metformin 10mg/5ml,B4-808074,Wemy Industries Limited,Herbals and Nutraceuticals,1
Emzor Artemether 10mg/5ml,03-4044,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Bond Metronidazole 10mg/5ml,A3-747396,Bond Chemical Industries Ltd,Medical devices,1
May Ciprofloxacin 10mg/5ml,A4-7989,May & Baker Nigeria Plc,Veterinary,1
Emzor Metformin 250mg,A4-4865,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Emzor Vitamin C 500mg,B4-6735,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Vitalgrub Ciprofloxacin 250mg,A4-6918,Vitalgrub Nigeria Limited,Veterinary,1
Wemy Ciprofloxacin 10mg/5ml,B4-2374,Wemy Industries Limited,Vaccines and Biologics,1
Roche Vitamin C 250mg,03-137739,Roche Products Limited,Herbals and Nutraceuticals,1
Neimeth Omeprazole 500mg,03-642036,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,1
Emzor Metformin 10mg/5ml,B4-1629,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Lady Omeprazole 100mg,B4-6465,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Bliss Artemether 100mg,03-8741,Bliss GVS Pharma Ltd,Veterinary,1
May Omeprazole 250mg,B4-159789,May & Baker Nigeria Plc,Vaccines and Biologics,1
Neimeth Amoxicillin 250mg,03-892736,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Juhel Artemether 100mg,A4-1938,Juhel Nigeria Ltd,Medical devices,1
Vitalgrub Vitamin C 250mg,B4-304583,Vitalgrub Nigeria Limited,Medical devices,1
Juhel Paracetamol 250mg,A4-974261,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Vitalgrub Artemether 10mg/5ml,A4-1209,Vitalgrub Nigeria Limited,Drugs,1
Emzor Artemether 10mg/5ml,03-3163,Emzor Pharmaceutical Ind. Ltd,Drugs,1
GlaxoSmithKline Paracetamol 500mg,A4-883842,GlaxoSmithKline Nigeria,Drugs,1
Sages Vitamin C 500mg,B4-6969,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,1
Bliss Metformin 10mg/5ml,A3-428333,Bliss GVS Pharma Ltd,Medical devices,1
Vitalgrub Metformin 100mg,04-9291,Vitalgrub Nigeria Limited,Medical devices,1
GlaxoSmithKline Ciprofloxacin 100mg,B4-7609,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Fidson Amoxicillin 500mg,04-225191,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
May Metformin 500mg,A4-1660,May & Baker Nigeria Plc,Medical devices,1
Fidson Paracetamol 100mg,04-2798,Fidson Healthcare Plc,Drugs,1
Roche Omeprazole 500mg,A4-6489,Roche Products Limited,Medical devices,1
Lady Vitamin C 10mg/5ml,04-3636,Lady Special Sanitary Pads Ventures,Medical devices,1
Fidson Ciprofloxacin 500mg,03-7436,Fidson Healthcare Plc,Veterinary,1
Lady Vitamin C 250mg,04-516432,Lady Special Sanitary Pads Ventures,Veterinary,1
Bliss Metformin 10mg/5ml,A4-5852,Bliss GVS Pharma Ltd,Veterinary,1
Wemy Omeprazole 500mg,03-8735,Wemy Industries Limited,Medical devices,1
GlaxoSmithKline Paracetamol 250mg,04-9128,GlaxoSmithKline Nigeria,Drugs,1
Fidson Paracetamol 10mg/5ml,04-9306,Fidson Healthcare Plc,Drugs,1
Roche Loratadine 10mg/5ml,A4-2549,Roche Products Limited,Herbals and Nutraceuticals,1
Bliss Omeprazole 500mg,03-1064,Bliss GVS Pharma Ltd,Drugs,1
Bond Ciprofloxacin 100mg,04-6620,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Bliss Ibuprofen 10mg/5ml,04-3774,Bliss GVS Pharma Ltd,Drugs,1
Aktika Omeprazole 500mg,A3-4845,Aktika Global Ltd,Herbals and Nutraceuticals,1
Vitalgrub Loratadine 100mg,04-4954,Vitalgrub Nigeria Limited,Medical devices,1
Juhel Ciprofloxacin 10mg/5ml,A3-4449,Juhel Nigeria Ltd,Drugs,1
Bliss Metformin 500mg,B4-9273,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Lady Artemether 10mg/5ml,B4-478976,Lady Special Sanitary Pads Ventures,Medical devices,1
Bliss Loratadine 10mg/5ml,03-373016,Bliss GVS Pharma Ltd,Medical devices,1
Fidson Paracetamol 500mg,A3-210091,Fidson Healthcare Plc,Vaccines and Biologics,1
GlaxoSmithKline Amoxicillin 250mg,A4-4359,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Bliss Vitamin C 500mg,A4-5840,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Wemy Vitamin C 500mg,A3-5960,Wemy Industries Limited,Medical devices,1
Fidson Paracetamol 10mg/5ml,04-7499,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Neimeth Vitamin C 100mg,A3-3500,Neimeth International Pharmaceuticals,Veterinary,1
Wemy Amoxicillin 100mg,A3-549426,Wemy Industries Limited,Medical devices,1
Neimeth Artemether 500mg,A3-4153,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,1
Swiss Vitamin C 500mg,B4-7167,Swiss Pharma Nigeria Ltd,Veterinary,1
Emzor Metronidazole 250mg,A4-303508,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Bond Ibuprofen 100mg,A4-196643,Bond Chemical Industries Ltd,Veterinary,1
Bliss Metformin 250mg,A3-5517,Bliss GVS Pharma Ltd,Medical devices,1
Bliss Amoxicillin 100mg,B4-202020,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Aktika Paracetamol 250mg,A3-5760,Aktika Global Ltd,Vaccines and Biologics,1
Aktika Ciprofloxacin 10mg/5ml,04-5789,Aktika Global Ltd,Drugs,1
Vitalgrub Loratadine 500mg,03-5860,Vitalgrub Nigeria Limited,Medical devices,1
Aktika Loratadine 500mg,A4-788280,Aktika Global Ltd,Herbals and Nutraceuticals,1
Sages Amoxicillin 100mg,B4-160285,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,1
Sages Omeprazole 100mg,B4-524020,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,1
Lady Amoxicillin 500mg,B4-3755,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Sages Loratadine 100mg,A3-402262,Sages Multipurpose Enterprise Ltd,Veterinary,1
Swiss Metformin 100mg,B4-3067,Swiss Pharma Nigeria Ltd,Drugs,1
GlaxoSmithKline Ibuprofen 100mg,03-4452,GlaxoSmithKline Nigeria,Medical devices,1
Wemy Artemether 250mg,A3-1285,Wemy Industries Limited,Vaccines and Biologics,1
Wemy Loratadine 500mg,B4-6932,Wemy Industries Limited,Vaccines and Biologics,1
May Ciprofloxacin 250mg,03-235047,May & Baker Nigeria Plc,Vaccines and Biologics,1
Bliss Metronidazole 10mg/5ml,A4-4590,Bliss GVS Pharma Ltd,Medical devices,1
Aktika Ciprofloxacin 10mg/5ml,A3-4680,Aktika Global Ltd,Herbals and Nutraceuticals,1
Aktika Vitamin C 250mg,A4-6031,Aktika Global Ltd,Herbals and Nutraceuticals,1
Neimeth Ibuprofen 100mg,04-4317,Neimeth International Pharmaceuticals,Medical devices,1
Vitalgrub Loratadine 10mg/5ml,03-9275,Vitalgrub Nigeria Limited,Medical devices,1
Sages Vitamin C 10mg/5ml,A4-4975,Sages Multipurpose Enterprise Ltd,Drugs,1
Roche Loratadine 500mg,A3-904855,Roche Products Limited,Medical devices,1
Vitalgrub Vitamin C 100mg,A4-593938,Vitalgrub Nigeria Limited,Veterinary,1
Swiss Paracetamol 500mg,A4-6150,Swiss Pharma Nigeria Ltd,Veterinary,1
Vitalgrub Ibuprofen 100mg,B4-368092,Vitalgrub Nigeria Limited,Veterinary,1
Juhel Artemether 500mg,A4-1248,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Neimeth Artemether 10mg/5ml,04-556297,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Roche Artemether 250mg,03-5671,Roche Products Limited,Vaccines and Biologics,1
Vitalgrub Paracetamol 500mg,A4-6672,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Sages Artemether 250mg,A4-578921,Sages Multipurpose Enterprise Ltd,Medical devices,1
Vitalgrub Amoxicillin 500mg,03-188567,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Bond Paracetamol 250mg,04-4625,Bond Chemical Industries Ltd,Medical devices,1
Vitalgrub Omeprazole 250mg,B4-7451,Vitalgrub Nigeria Limited,Veterinary,1
Swiss Ciprofloxacin 10mg/5ml,B4-9315,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
Bliss Amoxicillin 250mg,04-6404,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
GlaxoSmithKline Metformin 10mg/5ml,A4-585780,GlaxoSmithKline Nigeria,Veterinary,1
Bliss Artemether 250mg,A3-6748,Bliss GVS Pharma Ltd,Medical devices,1
Swiss Omeprazole 10mg/5ml,03-277248,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,1
Aktika Omeprazole 500mg,B4-1615,Aktika Global Ltd,Vaccines and Biologics,1
Emzor Metformin 250mg,04-300073,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
GlaxoSmithKline Ibuprofen 250mg,A3-1958,GlaxoSmithKline Nigeria,Medical devices,1
Vitalgrub Artemether 250mg,03-138909,Vitalgrub Nigeria Limited,Medical devices,1
Fidson Paracetamol 10mg/5ml,04-797105,Fidson Healthcare Plc,Veterinary,1
Vitalgrub Ibuprofen 250mg,03-4729,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Fidson Ciprofloxacin 100mg,B4-808854,Fidson Healthcare Plc,Veterinary,1
GlaxoSmithKline Metformin 250mg,A3-5750,GlaxoSmithKline Nigeria,Drugs,1
Neimeth Vitamin C 500mg,04-999273,Neimeth International Pharmaceuticals,Medical devices,1
Emzor Ibuprofen 500mg,03-729425,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Sages Omeprazole 500mg,04-7532,Sages Multipurpose Enterprise Ltd,Medical devices,1
May Vitamin C 100mg,A4-8513,May & Baker Nigeria Plc,Medical devices,1
Aktika Ibuprofen 10mg/5ml,B4-8190,Aktika Global Ltd,Veterinary,1
Fidson Paracetamol 100mg,A3-8735,Fidson Healthcare Plc,Drugs,1
Bliss Vitamin C 100mg,A3-990728,Bliss GVS Pharma Ltd,Drugs,1
Lady Ibuprofen 100mg,A3-554906,Lady Special Sanitary Pads Ventures,Veterinary,1
May Metformin 100mg,A4-8169,May & Baker Nigeria Plc,Veterinary,1
May Ibuprofen 250mg,A3-3783,May & Baker Nigeria Plc,Veterinary,1
Wemy Amoxicillin 10mg/5ml,A3-420762,Wemy Industries Limited,Vaccines and Biologics,1
Roche Vitamin C 250mg,A3-105833,Roche Products Limited,Drugs,1
Vitalgrub Loratadine 10mg/5ml,A3-6945,Vitalgrub Nigeria Limited,Medical devices,1
Fidson Metronidazole 10mg/5ml,03-7831,Fidson Healthcare Plc,Medical devices,1
Aktika Amoxicillin 250mg,A4-327894,Aktika Global Ltd,Medical devices,1
May Omeprazole 10mg/5ml,03-3193,May & Baker Nigeria Plc,Drugs,1
Fidson Metformin 250mg,04-393797,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Aktika Ibuprofen 10mg/5ml,03-2658,Aktika Global Ltd,Medical devices,1
GlaxoSmithKline Metformin 500mg,03-5231,GlaxoSmithKline Nigeria,Medical devices,1
GlaxoSmithKline Amoxicillin 250mg,B4-7177,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Neimeth Metronidazole 250mg,A4-1398,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Aktika Paracetamol 100mg,A3-549467,Aktika Global Ltd,Herbals and Nutraceuticals,1
Fidson Loratadine 250mg,03-8537,Fidson Healthcare Plc,Veterinary,1
Bliss Ibuprofen 500mg,03-9268,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
GlaxoSmithKline Ciprofloxacin 100mg,A3-9086,GlaxoSmithKline Nigeria,Drugs,1
Lady Amoxicillin 10mg/5ml,A3-299933,Lady Special Sanitary Pads Ventures,Medical devices,1
Lady Ibuprofen 10mg/5ml,03-3668,Lady Special Sanitary Pads Ventures,Veterinary,1
Lady Amoxicillin 500mg,04-8983,Lady Special Sanitary Pads Ventures,Medical devices,1
GlaxoSmithKline Ibuprofen 10mg/5ml,03-577061,GlaxoSmithKline Nigeria,Medical devices,1
Emzor Artemether 100mg,04-4436,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Swiss Amoxicillin 500mg,B4-8319,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
Vitalgrub Omeprazole 250mg,B4-8717,Vitalgrub Nigeria Limited,Veterinary,1
Swiss Metformin 250mg,04-7181,Swiss Pharma Nigeria Ltd,Veterinary,1
Neimeth Ibuprofen 500mg,04-7369,Neimeth International Pharmaceuticals,Drugs,1
Lady Ibuprofen 10mg/5ml,A4-623538,Lady Special Sanitary Pads Ventures,Drugs,1
May Vitamin C 250mg,A3-194449,May & Baker Nigeria Plc,Drugs,1
Bliss Paracetamol 250mg,B4-1137,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Lady Loratadine 10mg/5ml,A4-982326,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
GlaxoSmithKline Amoxicillin 10mg/5ml,04-2841,GlaxoSmithKline Nigeria,Drugs,1
Fidson Metformin 250mg,B4-936176,Fidson Healthcare Plc,Vaccines and Biologics,1
Bliss Amoxicillin 100mg,A3-928343,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Roche Vitamin C 250mg,03-6916,Roche Products Limited,Herbals and Nutraceuticals,1
Fidson Metronidazole 500mg,03-7013,Fidson Healthcare Plc,Vaccines and Biologics,1
Sages Ciprofloxacin 250mg,B4-1981,Sages Multipurpose Enterprise Ltd,Veterinary,1
Bond Metronidazole 100mg,B4-6430,Bond Chemical Industries Ltd,Drugs,1
Aktika Ibuprofen 250mg,B4-798165,Aktika Global Ltd,Drugs,1
Sages Metformin 10mg/5ml,A3-218105,Sages Multipurpose Enterprise Ltd,Veterinary,1
Roche Vitamin C 500mg,04-3777,Roche Products Limited,Medical devices,1
Juhel Vitamin C 500mg,A4-6710,Juhel Nigeria Ltd,Vaccines and Biologics,1
Fidson Vitamin C 250mg,B4-198120,Fidson Healthcare Plc,Medical devices,1
Vitalgrub Amoxicillin 250mg,A3-6277,Vitalgrub Nigeria Limited,Drugs,1
Bliss Vitamin C 100mg,B4-8735,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Roche Ciprofloxacin 250mg,B4-4439,Roche Products Limited,Herbals and Nutraceuticals,1
Roche Paracetamol 250mg,04-3753,Roche Products Limited,Medical devices,1
GlaxoSmithKline Metronidazole 10mg/5ml,A3-1140,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Bliss Omeprazole 500mg,A3-529586,Bliss GVS Pharma Ltd,Drugs,1
GlaxoSmithKline Ciprofloxacin 250mg,04-732312,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
GlaxoSmithKline Ciprofloxacin 500mg,04-386981,GlaxoSmithKline Nigeria,Veterinary,1
Vitalgrub Metformin 10mg/5ml,A3-4898,Vitalgrub Nigeria Limited,Veterinary,1
Neimeth Amoxicillin 500mg,04-8911,Neimeth International Pharmaceuticals,Medical devices,1
Juhel Loratadine 500mg,04-2321,Juhel Nigeria Ltd,Medical devices,1
Sages Amoxicillin 100mg,A4-470719,Sages Multipurpose Enterprise Ltd,Medical devices,1
Emzor Loratadine 100mg,04-965010,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Roche Amoxicillin 10mg/5ml,A3-478459,Roche Products Limited,Herbals and Nutraceuticals,1
Fidson Paracetamol 250mg,B4-693571,Fidson Healthcare Plc,Veterinary,1
Aktika Artemether 250mg,A3-693982,Aktika Global Ltd,Drugs,1
Bliss Vitamin C 10mg/5ml,04-242512,Bliss GVS Pharma Ltd,Veterinary,1
Fidson Omeprazole 250mg,03-813409,Fidson Healthcare Plc,Drugs,1
Aktika Amoxicillin 100mg,03-417332,Aktika Global Ltd,Herbals and Nutraceuticals,1
May Metronidazole 250mg,A3-6577,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
GlaxoSmithKline Ciprofloxacin 500mg,A3-8485,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Wemy Amoxicillin 500mg,B4-9697,Wemy Industries Limited,Vaccines and Biologics,1
May Metronidazole 500mg,A3-2622,May & Baker Nigeria Plc,Vaccines and Biologics,1
Neimeth Amoxicillin 10mg/5ml,04-539268,Neimeth International Pharmaceuticals,Drugs,1
Vitalgrub Omeprazole 100mg,03-8975,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Bond Amoxicillin 500mg,A4-6416,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Bond Omeprazole 100mg,04-385701,Bond Chemical Industries Ltd,Drugs,1
Fidson Loratadine 100mg,04-533568,Fidson Healthcare Plc,Drugs,1
Juhel Loratadine 10mg/5ml,03-9148,Juhel Nigeria Ltd,Veterinary,1
Wemy Metformin 500mg,A3-285576,Wemy Industries Limited,Herbals and Nutraceuticals,1
Emzor Omeprazole 10mg/5ml,A3-1862,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Bliss Ibuprofen 250mg,A3-4323,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Bond Loratadine 10mg/5ml,B4-742924,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Emzor Paracetamol 10mg/5ml,A3-8354,Emzor Pharmaceutical Ind. Ltd,Veterinary,1
Sages Omeprazole 10mg/5ml,03-6617,Sages Multipurpose Enterprise Ltd,Drugs,1
Roche Paracetamol 500mg,03-7412,Roche Products Limited,Medical devices,1
Bliss Vitamin C 250mg,A3-7381,Bliss GVS Pharma Ltd,Drugs,1
Bliss Metformin 100mg,03-1906,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Bliss Loratadine 250mg,A3-3106,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
GlaxoSmithKline Paracetamol 500mg,B4-982787,GlaxoSmithKline Nigeria,Veterinary,1
Swiss Artemether 250mg,04-3348,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
Roche Omeprazole 10mg/5ml,B4-6830,Roche Products Limited,Veterinary,1
Roche Amoxicillin 250mg,03-1042,Roche Products Limited,Medical devices,1
GlaxoSmithKline Omeprazole 500mg,04-5321,GlaxoSmithKline Nigeria,Veterinary,1
Bond Metformin 250mg,B4-9195,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Roche Paracetamol 100mg,03-616898,Roche Products Limited,Herbals and Nutraceuticals,1
Bond Omeprazole 100mg,04-4044,Bond Chemical Industries Ltd,Drugs,1
May Ciprofloxacin 500mg,A4-481339,May & Baker Nigeria Plc,Drugs,1
Roche Artemether 100mg,04-145310,Roche Products Limited,Veterinary,1
GlaxoSmithKline Loratadine 100mg,A4-1399,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Swiss Amoxicillin 500mg,04-3395,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,1
Lady Paracetamol 500mg,04-8216,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Vitalgrub Artemether 100mg,A4-148850,Vitalgrub Nigeria Limited,Drugs,1
